ID,TERM,NOTES
1287,¿MI PLATA NO VALE?,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""Doesn't my money count?"" but implies frustration or disbelief that one's money is not being accepted or valued in a transaction or situation.  It suggests a feeling of being disregarded or cheated."
1288,MOJAR LA OREJA,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).
1289,MONEDA CORRIENTE,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating its common usage in Argentina within the context of daily life ('VIDA COTIDIANA')."
1290,MOSTRAR LA HILACHA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1291,Mover los hilos,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The literal translation is ""to move the strings"", but it means to pull strings or exert influence to achieve a goal, often behind the scenes."
1292,"NI CHICHA, NI LIMONADA","Idiomatic expression or common phrase in Argentina.  The phrase literally translates to ""neither chicha nor lemonade.""  It implies something that is neither one thing nor the other; it's neither here nor there; it's neither good nor bad; it's mediocre or insignificant. The chapter 'VIDA COTIDIANA' (Daily Life) suggests its frequent use in everyday conversations."
1293,NO ATAR LOS CORDONES,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom itself, only stating it's common in Argentina and falls under the category of everyday life."
1294,NO COMER VIDRIO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""Don't eat glass.""  The meaning and usage are not explicitly defined in the provided text, but the context suggests it's a warning or cautionary phrase, possibly implying that one should be careful or avoid risky behavior."
1295,NO SER MISS UNIVERSO,"An idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase's meaning, only that it is an idiom used in everyday life."
1296,NO TENER DÓNDE CAERSE MUERTO,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""to not have anywhere to fall dead.""  It means to be extremely poor, destitute, or without resources; to have nowhere to go or live."
1297,NO TENER ESCRÚPULOS,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  It means to have no scruples or to be unscrupulous.
1298,NO TENER GOLLETE,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1299,...O DORMIMOS JUNTOS?,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The phrase literally translates to ""...or do we sleep together?"".  The exact meaning and usage depend heavily on context, but it likely implies a suggestion of intimacy or spending the night together."
1300,PAGAR CON LA MISMA MONEDA,"Idiomatic expression or common phrase in Argentina.  It means to retaliate or get even with someone; to repay someone in kind. The phrase literally translates to ""to pay with the same coin."""
1301,PAGAR LOS PLATOS ROTOS,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  It means to pay for the mistakes or consequences of others.
1302,PAÑO DE LÁGRIMAS,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1303,PAPAR MOSCAS,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1304,PARARSE DE MANOS,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1305,PASAR DE CASTAÑO A OSCURO,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The literal translation would be ""to go from chestnut to dark"".  It likely refers to a significant or dramatic change, possibly a worsening of a situation."
1306,PASAR FACTURA,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw entry, but the context suggests it relates to daily life in Argentina."
1307,PASÁRSELA CRIANDO UÑA´,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase's meaning.
1308,PATRÓN Y SOTA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom itself.
1309,PEOR ES CASARSE,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""Worse is to get married.""  The meaning and usage are not explicitly provided in the raw data, but it implies a common expression used in everyday life (VIDA COTIDIANA). It likely expresses resignation or a humorous acceptance of a difficult situation, suggesting that marriage is even worse than the current predicament."
1310,PERDER LOS ESTRIBOS,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  It implies losing one's temper or self-control.
1311,¡PIPÍ CUCÚ!,Idiomatic expression or common phrase in Argentina.  The provided text indicates it's used in everyday life ('VIDA COTIDIANA').  No further meaning or context is given.
1312,PONER ALFOMBRA ROJA,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""to put out the red carpet,""  implying a grand welcome or special treatment for someone important."
1313,PONER LOS PELOS DE PUNTA,"Idiomatic expression or common phrase in Argentina.  The literal translation would be something like ""to make the hairs stand on end."" It describes something that causes a feeling of fear, terror, or intense excitement."
1314,PONERSE EL OVEROL,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating that it is an idiom used in daily life (VIDA COTIDIANA).  Further research is needed to determine the precise meaning and usage."
1315,PONERSE LA GORRA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1316,POR AMOR AL ARTE,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  It translates roughly to ""for the love of art"" but implies doing something for free, out of passion or dedication, without expecting any payment or reward."
1317,POR H O POR B,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1318,POUR LA GALERIE,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating that it is an idiom used in daily life."
1319,PRENDIDO CON ALFILERES,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, requiring further research to understand the idiom's figurative meaning."
1320,"Pueblo chico, infierno grande","This is an idiomatic expression or common phrase in Argentina.  It translates literally to ""Small town, big hell.""  It implies that in small towns, gossip, drama, and conflict are magnified due to the close-knit nature of the community.  The phrase suggests that while a small town might seem idyllic, it can also be a place of intense interpersonal difficulties."
1321,REVOLEAR LA CARTERA,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in daily life."
1322,ROMPER EL CHANCHITO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
1323,"SABÉLO, PERRO",Idiomatic expression or common phrase in Argentina.  The provided context suggests it's used in everyday life ('VIDA COTIDIANA').  Further information on its precise meaning and usage is needed for a complete definition.
1324,SACAR LAS PAPAS DEL FUEGO,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  It literally translates to ""to take the potatoes out of the fire"", but figuratively means to resolve a difficult or dangerous situation, to get out of trouble, or to save someone from a difficult situation."
