language_code,category,region_code,Term_Phrase_Item,notes,tags
es-AR,SLANG,Argentina,comedor,"In Lunfardo (Argentine slang), ""comedor"" (literally 'dining room') means ""dentadura"" (set of teeth).","Lunfardo,Slang,Argentina"
es-AR,SLANG,Argentina,cometa,"Feminine noun. Lunfardo slang.  Means 'bribe', 'gift used to bribe'.","Slang,Argentina,Bribery"
es-AR,SLANG,Argentina,cometear,"Transitive and intransitive verb (lunfardo). To pay for a kite.  The entry also includes a separate definition for ""cómodo"": adjective. Said of a thing: comfortable, that provides comfort.","Lunfardo,Argentina,Slang"
es-AR,OTHER,Argentina,concejo,Concejo Deliberante.  It's a municipal council or town hall where council members hold their meetings.  The definition equates it to 'ayuntamiento' (town hall) and 'casa consistorial' (council house).,"Government,Politics,Argentina"
es-AR,SLANG,Argentina,"conchero, concheto, conchudo, copado","The entry contains multiple slang terms.  'conchero' refers to a metal or hard plastic device used by burlesque dancers to cover their vulva. 'concheto' describes a person, usually young, who belongs to or appears to belong to a wealthy social class. It can also describe a place or thing frequented by or typical of such people. 'conchudo' means a mean, malicious person; while the DRAE defines it as 'shameless', its Argentine usage carries a stronger connotation. 'copado' means enthusiastic, attracted to something or someone, or very pleasant (of a person or place).  The entry notes variations in meaning and usage compared to the DRAE (Spanish Royal Academy Dictionary) and highlights the lunfardo (Argentine slang) origin of several terms.","Argentina,Slang,Lunfardo"
es-AR,SLANG,Argentina,copar,"The verb 'copar' in Argentinian Lunfardo (slang) has multiple meanings, depending on the context and usage.  It can mean:

1. **To successfully face a danger, problem, or compromising situation:**  (e.g., ""Fue y copó"" - He went and faced it successfully).
2. **To intervene in a situation exhibiting valor and taking responsibility for the consequences:** (e.g., ""Quiso copar la parada y lo sacaron cagando"" - He tried to take charge of the situation and they kicked him out).
3. **To overpower, subdue, conquer:** (e.g., ""Cuando coparon el pueblo de Garín"" - When they conquered the town of Garín).
4. **To be attractive, interesting:** (e.g., ""Más que seguramente a alguna le copará la idea"" - Surely, the idea will appeal to someone).
5. **To captivate, enchant the senses:** (e.g., ""Ese tipo me recopa"" - That guy captivates me).
6. **To get enthusiastic:** (e.g., ""Me copé con esto y no lo largo más"" - I got enthusiastic about this and I won't let go).
7. **To willingly accede to a request:** (e.g., ""El chabón se copó y lo hizo en un toque"" - The guy agreed and did it in a flash).
8. **Coparse mal:** To become aggressive. (e.g., ""Le pedí que bajara la música y se copó remal la mina"" - I asked her to turn down the music and the woman got really aggressive).
9. **Copar la parada:** To take charge of a situation. This is a common expression.

The word is strongly associated with Lunfardo, the slang of Buenos Aires, indicating informal and often colloquial usage.","Lunfardo,Argentine Slang,Informal"
es-AR,CULTURAL_REFERENCE,Argentina,corralito,"The term ""corralito"" has two meanings.  In colloquial usage, it refers to a set of economic measures whose main impact on the population was the restriction of the use of cash.  In the context of soccer (fútbol), it refers to the technical area, a delimited space next to each bench where coaches are authorized to move during the match to give instructions.","Argentina,Economics,Soccer"
es-AR,SLANG,Argentina,coso,"Lunfardo (Argentine slang) term for a person whose name is unknown, forgotten, or intentionally omitted, either respectfully or disrespectfully.  It can also refer to an object whose name is unknown, forgotten, or whose type cannot be identified. Examples include: ""Están de fiesta los cosos de al lado"" (The guys next door are having a party) and ""No encuentro el coso del inodoro"" (I can't find the toilet thing). The entry also includes other terms: 'corralón' referring to a set of confiscatory economic measures that mainly impacted the population's access to bank deposits, and 'coscoíno' for a person from Cosquín, Córdoba.","Lunfardo,Slang,Argentina"
es-AR,IDIOM,Argentina,costo,"Cost, expense incurred for the obtaining or acquisition of something or a service. || Action and effect of costing.  The DRAE (Spanish Royal Academy Dictionary) gives costo1 'amount that is given or paid for something' and 'worker's maintenance expense when added to the salary' and coste 'costa1', that is, 'costo1' (those circular definitions!), and 'expense incurred for the obtaining or acquisition of something or a service', in addition to pointing out its use in locutions such as production cost and marginal cost.","Economy,Finance,Formal"
es-AR,SLANG,Argentina,cráneo,"In Lunfardo (Argentine slang), ""cráneo"" (literally, ""skull"") means a very intelligent person.  It can sometimes be used disrespectfully. The DRAE (Spanish Royal Academy Dictionary) lists the meaning 'very intelligent person' as colloquial usage in Uruguay and Venezuela.","Lunfardo,Slang,Intelligence"
es-AR,SLANG,Argentina,crique,"In Argentinian Spanish slang, ""crique"" refers to a ""gato"", which means a jack (a mechanical lifting device).  More specifically, it describes a jack composed of a pinion and rack gear system with a safety ratchet used for lifting heavy weights to a short height.","Slang,Mechanic,Argentina"
es-AR,OTHER,Argentina,crocancia,"Crocancia is a feminine noun meaning ""crispness"" or ""crunchiness.""  The entry notes that while ""crocantez"" exists with the same meaning, ""crocancia"" is considered more correct due to the grammatical rule that nouns derived from adjectives ending in ""-ante"" and ""-ente"" typically end in ""-encia"" (e.g., turgente/turgencia, paciente/paciencia, urgente/urgencia).","Food,Texture,Grammar"
es-AR,REGIONAL_SLANG,Argentina,cuadrera,"A horse race lacking official organization, typical of rural regions. It's run in a straight line and usually covers distances less than 600 meters.  The provided definition notes a discrepancy: while the source mentions the short distance as an important characteristic, the DIHA (presumably a dictionary) omits this detail, describing it only as a 'country horse race whose distance is measured in blocks (cuadras)'.","Argentina,Rural,Horse Racing"
es-AR,SLANG,Argentina,cuatro,"The word ""cuatro"" (four) has several slang meanings in Argentine Spanish, all related to postures or positions:

1.  A colloquial term for a position where a person stands on one leg, extending it and crossing the other leg so the calf is parallel to the floor, usually to test balance.  Almost always used with the verb ""hacer"" (to do).
2.  An obsolete colloquial term for a position where a person supports one foot on the floor and the back and sole of the other foot against a wall or other vertical element.  Almost always used with the verb ""hacer"" (to do).
3.  ""En cuatro patas"" (on all fours): A colloquial locution meaning on all fours, on hands and knees, the position a person takes or walks in, supporting themselves on their knees and hands or elbows on the floor.
4.  ""En cuatro"" (on four): A colloquial locution referring to the position a person takes on all fours to be sexually stimulated or penetrated.
5.  ""Cuatro de copas"" (Four of Cups): Lunfardo (Argentine slang) term for an insignificant person.","Posture,Sexual,Lunfardo"
es-AR,SLANG,Argentina,cuenta regresiva,Countdown.  The phrase 'cuenta regresiva' literally translates to 'regressive count' and refers to the decreasing count of time remaining before a planned event.,"Time,Countdown,Informal"
es-AR,SLANG,Argentina,cuernitos,"The term 'cuernitos' has two main meanings.  Firstly, it refers to a gesture made by closing the fist and extending the index and little fingers, usually downwards. This gesture is performed in response to an unpleasant event, with the belief that it will protect the person from harm or to wish someone bad luck. Secondly, the same gesture, but with fingers pointing upwards and shaking the hand above the head, is used by heavy metal fans as a sign of approval or identification.  The entry also notes a secondary meaning from the DIHA dictionary, referring to 'small fatty bread with protruding and pointed ends'.","Gesture,Heavy Metal,Superstition"
es-AR,REGIONAL_SLANG,Argentina,cuidacoches,"A person who extorts money from car owners under the pretense of watching their cars parked in public places where it is permitted.  The implication is that if the driver does not pay, their vehicle will likely be damaged, usually by the cuidacoches or their accomplices.","Extortion,Argentina,Crime"
es-AR,SLANG,Argentina,culear,"The verb ""culear"" is a vulgar slang term in Argentina.  Its primary meaning is to sodomize.  In Buenos Aires, it's used interchangeably to mean ""to have sexual intercourse.""  The DRAE (Spanish Royal Academy Dictionary) lists ""to have sexual intercourse"" as a colloquialism used in Argentina, Chile, and Colombia, while the DIHA (another dictionary) does not include this meaning.  The adjective ""culiado"" is also colloquial and vulgar, used in Córdoba and Northwest Argentina. It means ""despicable person"" and can be used as an insult equivalent to ""hijo de puta"" (son of a bitch), as in ""Porteño culiado"" (despicable porteño). It can also be used as a term of address among young people with some degree of familiarity.","Vulgar,Insult,Argentina"
es-AR,SLANG,Argentina,curtir,"Intransitive lunfardo verb meaning to consume substances that alter the state of consciousness, especially illegal ones.  Transitive lunfardo verb meaning to enjoyably consume something that is incorporated into the body: food, drink, or other substances, legal or not. In the imperative form (curtite, cúrtanse), it is used to express disgust to another person, equivalent to the figurative use of 'matate' (kill yourself) or 'andate a la mierda' (go to hell). The DRAE and DIHA dictionaries give 'to punish with lashes' (the first with a mark of Argentinism and Uruguayanism); the latter adds 'in youth language, to have sexual relations' and 'in youth language, to lead a certain way of life, to frequent a certain environment' and inaccurately adds that it is used more in phrases with the nouns mambo, moda, and onda.","Lunfardo,Argentina,Informal"
es-AR,SLANG,Argentina,dealer,"The word ""dealer"" [díler] means a retail seller of illegal drugs. This is slang.","Slang,Drugs,Argentina"
es-AR,IDIOM,Argentina,default,"The word ""default"" is used in Spanish (es-AR) with the following meanings:
1. Cessation of payments (financial default).
2. By extension, the lack of observance of a duty or obligation.
3. In computing, a default option (predetermined option).  The entry shows alternative pronunciations: [defolt o difolt].","Finance,Computing,Formal"
